,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
97,ABO,0.901724513,0.864222577,2.65912343,0.325002806,0.745178948,NA
98,ABR,1262.007575,0.140926402,0.108545734,1.298313596,0.194179596,0.520630372
99,ABRA,0,NA,NA,NA,NA,NA
100,ABRACL,84.51815137,-0.295192337,0.260861743,-1.131604555,0.257800724,0.593336124
101,ABT1,49.85121675,-0.386022043,0.332596504,-1.160631692,0.245791712,0.580872634
102,ABTB1,77.53878022,0.206176944,0.287689006,0.716666052,0.473580177,0.771465025
103,ABTB2,491.0088588,0.720027886,0.134478191,5.354235367,8.59189628169452e-08,6.10128152822982e-06
104,ACAA1,106.1601257,-0.176527096,0.237378966,-0.743650959,0.457087666,0.759631874
105,ACACA,1308.699815,0.324492424,0.091501649,3.546301358,0.000390679,0.007549715
106,ACACB,127.8495261,0.047737282,0.204734163,0.233167153,0.815631611,0.939136389
107,ACAD10,69.33705363,0.498156286,0.292805485,1.701321566,0.08888262,0.344323819
108,ACAD11,146.3271917,0.023990782,0.18567022,0.129211791,0.897190066,0.967973321
109,ACAD8,134.4159058,-0.18549723,0.209008933,-0.88750862,0.374805127,0.699525466
110,ACADL,0.476400259,1.93095169,3.319666042,0.581670465,0.560788669,NA
111,ACADM,332.9057688,-0.387317281,0.147656186,-2.623102297,0.008713311,0.077111491
112,ACADS,59.94371659,-0.126690639,0.326437113,-0.388101211,0.697941135,0.889633446
113,ACADSB,564.9918412,-0.135846226,0.133899769,-1.014536672,0.31032674,0.642228162
114,ACADVL,363.5213798,-0.114678731,0.156384406,-0.733313085,0.463367496,0.764036465
115,ACAN,0,NA,NA,NA,NA,NA
116,ACAP1,1.285512128,0,2.886872326,0,1,NA
117,ACAP2,896.0667145,-0.114313436,0.122543209,-0.932841867,0.350901621,0.678075365
118,ACAP3,269.4699826,0.104812031,0.175873578,0.595950983,0.551207973,0.813859554
119,ACAT1,311.0111122,-0.028883264,0.147263224,-0.196133583,0.844505611,0.949228867
120,ACAT2,409.4966879,0.017115905,0.14305983,0.119641584,0.904767077,0.969673547
121,ACBD3,525.4663911,0.035104649,0.125226761,0.280328654,0.779225369,0.922888441
122,ACBD4,66.29072154,-0.030940168,0.289480324,-0.106881764,0.91488278,0.972311813
123,ACBD5,10.79954486,0.805203572,0.90785313,0.886931537,0.375115761,NA
124,ACBD6,133.3400354,-0.459086374,0.210021523,-2.185901553,0.028822809,0.174110785
125,ACBD7,1.18047681,-3.005104054,2.436564231,-1.233336686,0.217450176,NA
126,ACCS,24.48553198,-0.241118874,0.478670834,-0.503725854,0.614454038,0.848048729
127,ACCSL,1.064650665,-0.418849158,2.088482074,-0.200551953,0.841048931,NA
128,ACD,78.33079258,0.341722489,0.291221893,1.173409336,0.240631695,0.576638429
129,ACE2,9.0053466,0.343147099,0.787697201,0.43563326,0.663102836,NA
130,ACER2,29.98001743,0.086158994,0.466384568,0.184738089,0.85343447,0.952449298
131,ACER3,119.8233086,0.066797939,0.214942749,0.31077084,0.755974839,0.914811408
132,ACHE,17.35384238,-0.312303041,0.77633992,-0.402276159,0.687480799,0.884043161
133,ACIN1,1435.714036,-0.167773848,0.097452387,-1.72159814,0.08514234,0.336684974
134,ACKR1,0,NA,NA,NA,NA,NA
135,ACKR2,0,NA,NA,NA,NA,NA
136,ACKR3,166.8957438,0.497405361,0.188829907,2.634145029,0.008434945,0.075383724
137,ACKR4,0.673113726,1.204926785,3.00603028,0.400836543,0.688540473,NA
138,ACLY,3957.200873,0.127188856,0.080612896,1.577773077,0.114617751,0.397524185
139,ACMSD,0.22578416,-1.817658179,5.373779949,-0.338245741,0.735178009,NA
140,ACN9,24.25246571,0.140104742,0.440760667,0.317870338,0.750583294,0.912812924
141,ACO1,370.2159771,-0.005530992,0.144729536,-0.038216052,0.969515422,0.991341783
142,ACO2,1020.390642,-0.115369134,0.118128655,-0.976639691,0.328747562,0.659322135
143,ACOT11,28.67611417,-0.242759482,0.423885504,-0.572700599,0.566847432,0.823096614
144,ACOT13,56.72177299,-0.841607443,0.295459263,-2.848472015,0.004392972,0.046610576
145,ACOT4,0.413156175,0.120722629,4.276961738,0.028226259,0.977481694,NA
146,ACOT6,3.3367565,0.158902386,1.193045008,0.133190604,0.894042641,NA
147,ACOT7,253.4204766,-0.192446828,0.154154767,-1.24840011,0.211884569,0.542843893
148,ACOT8,33.90891288,-0.538846233,0.413444697,-1.303309092,0.192469258,0.51842864
149,ACOT9,254.7986435,-0.100315017,0.15786197,-0.635460315,0.525128241,0.799815207
150,ACOX2,100.7036911,0.108519628,0.249965067,0.434139176,0.664187378,0.872356737
151,ACOX3,177.3289151,0.287241802,0.195553847,1.46886296,0.141869963,0.446392571
152,ACOXL,6.40271526,0.499841029,0.91937635,0.543674012,0.586665819,NA
153,ACP1,683.723419,-0.14628444,0.116733036,-1.253153738,0.210149762,0.5404113
154,ACP2,88.65936108,0.127020914,0.284160653,0.44700388,0.654872259,0.867082353
155,ACP5,0.989188924,1.136374494,2.341693991,0.485278819,0.627478578,NA
156,ACPP,0.089896361,0,5.39771668,0,1,NA
157,ACR,0,NA,NA,NA,NA,NA
158,ACRBP,5.117383834,-0.402688898,1.018958067,-0.395196732,0.692697704,NA
159,ACRC,43.85930198,-0.074674603,0.40578356,-0.184025698,0.853993295,0.952670859
160,ACSBG1,0.30393281,0.926524379,4.577080986,0.202426914,0.83958299,NA
161,ACSBG2,0,NA,NA,NA,NA,NA
162,ACSF3,114.4625496,0.006055164,0.248421806,0.024374529,0.980553866,0.994561747
163,ACSL1,53.82193358,-0.102682879,0.346943698,-0.295964098,0.7672575,0.918524099
164,ACSL3,2423.000341,0.331812161,0.107154792,3.096568585,0.001957746,0.025642181
165,ACSL4,279.5875772,0.122680278,0.147342328,0.83262074,0.405058658,0.721709713
166,ACSL5,15.73550669,0.987231061,0.565111433,1.746967066,0.080643051,NA
167,ACSL6,33.94817088,-0.559330526,0.474688657,-1.178310284,0.238672929,0.574530629
168,ACSM1,0.058799861,0.926342999,5.397003226,0.171640253,0.86372036,NA
169,ACSM2B,0.177896231,0,5.39771668,0,1,NA
170,ACSM3,38.07767948,-0.198044416,0.397353709,-0.498408373,0.618196236,0.849956838
171,ACSM4,0.116501016,0,5.39771668,0,1,NA
172,ACSM5,0,NA,NA,NA,NA,NA
173,ACSS2,134.6748118,0.226813202,0.200050343,1.133780622,0.256886581,0.592650966
174,ACSS3,85.8142844,0.032175231,0.255936833,0.125715515,0.89995712,0.969299595
175,ACTA1,13.08999589,1.747865865,1.053681523,1.658817988,0.097152474,NA
176,ACTA2,0.13683425,0,5.39771668,0,1,NA
177,ACTB,5403.461566,-0.049630746,0.099056079,-0.501036849,0.61634519,0.848692334
178,ACTC1,0.566753547,0.938316389,3.455719758,0.271525602,0.785986811,NA
179,ACTG1,8222.151715,-0.146558962,0.118754252,-1.23413654,0.217152029,0.549546613
180,ACTL10,0.453168931,0,3.939514829,0,1,NA
181,ACTL6A,168.0417406,-0.376705749,0.183008383,-2.058407071,0.039551074,0.211376592
182,ACTL6B,0.325516073,0,5.244841743,0,1,NA
183,ACTL7A,0,NA,NA,NA,NA,NA
184,ACTL7B,18.35152198,0.630369519,0.622433002,1.012750797,0.311179208,0.642751095
185,ACTL8,0.116501016,0,5.39771668,0,1,NA
186,ACTL9,0,NA,NA,NA,NA,NA
187,ACTN1,2383.362884,0.247466732,0.099680017,2.482611249,0.013042334,0.10195161
188,ACTN2,0.53298983,0.926966302,3.716504049,0.249418887,0.803036777,NA
189,ACTN4,3062.516765,0.199119871,0.095368795,2.087893331,0.036807458,0.203035243
190,ACTR10,180.052387,-0.212831419,0.181327421,-1.173740949,0.240498803,0.576638429
191,ACTR1A,553.6251363,-0.079734116,0.137134487,-0.581430085,0.560950626,0.819594197
192,ACTR1B,190.2595193,-0.079433501,0.18984492,-0.418412573,0.675645496,0.879917395
193,ACTR2,2824.681636,-0.089465404,0.089056004,-1.00459711,0.315090889,0.646525919
194,ACTR3,1421.241641,-0.012276056,0.110017669,-0.111582586,0.91115438,0.972095921
195,ACTR3B,230.498277,0.369536972,0.180942883,2.0422852,0.041123249,0.216238456
196,ACTR5,47.76431975,0.123309455,0.343160751,0.359334377,0.71934496,0.898057869
197,ACTR6,110.4834913,-0.376741424,0.238374884,-1.580457712,0.114002084,0.39613197
198,ACTR8,290.7007926,-0.091172705,0.149197714,-0.611086471,0.541142336,0.807930687
199,ACTRT2,0,NA,NA,NA,NA,NA
200,ACTRT3,5.725257297,0.231136348,1.016014932,0.227493062,0.820040363,NA
201,ACVR1,313.1202867,0.34529999,0.156111458,2.21188115,0.026974878,0.166133679
202,ACVR1B,148.1401411,0.006977742,0.220601591,0.031630514,0.974766709,0.992914856
203,ACVR2B,274.6084447,0.28005675,0.15300138,1.830419769,0.067187194,0.291218892
204,ACY1,77.2053539,0.168921542,0.260935335,0.647369363,0.517392919,0.795043991
205,ACYP1,26.46319953,-0.850311129,0.470198716,-1.808408018,0.070543021,0.299945599
206,ACYP2,2.333368446,-1.654027779,1.729814581,-0.956187904,0.33897731,NA
207,ADA,17.62867683,0.046215893,0.6167566,0.074933764,0.940267412,0.980901956
208,ADAD1,0,NA,NA,NA,NA,NA
209,ADAD2,0,NA,NA,NA,NA,NA
210,ADAL,127.912592,-0.089853872,0.219078755,-0.410144159,0.681700201,0.882026552
211,ADAM10,1188.295954,-0.208200171,0.096277236,-2.162506726,0.030579139,0.180127784
212,ADAM11,33.05040571,0.185413266,0.468283069,0.395942707,0.692147294,0.886339133
213,ADAM12,913.7843481,0.789055881,0.13040197,6.0509506,1.43993602551862e-09,1.7320373335524e-07
214,ADAM15,152.9833316,-0.615029516,0.206148641,-2.983427457,0.002850396,0.033986015
215,ADAM17,964.8500003,0.159007885,0.10783891,1.474494554,0.140348483,0.44328946
216,ADAM19,117.4530104,0.242875158,0.228355773,1.063582296,0.287517966,0.6226297
217,ADAM2,0.416797709,0,4.052989691,0,1,NA
218,ADAM22,106.1552673,0.144606807,0.25365983,0.570081623,0.568622339,0.824061978
219,ADAM23,0.394043139,0,4.890104404,0,1,NA
220,ADAM28,9.600121775,-0.381980807,0.803360176,-0.475478893,0.634445674,NA
221,ADAM29,0,NA,NA,NA,NA,NA
222,ADAM30,1.227878734,0,2.801248271,0,1,NA
223,ADAM32,32.42956828,-0.154188799,0.48127551,-0.320375327,0.748683827,0.911817848
224,ADAM33,0.289823659,-1.819649188,4.945702734,-0.367925305,0.712928931,NA
225,ADAM7,0.383482512,0,4.890263641,0,1,NA
226,ADAM8,135.3215403,0.438113372,0.255691699,1.71344386,0.086630913,0.340211617
227,ADAM9,1947.299519,-0.079561002,0.092117792,-0.863687677,0.387759485,0.711092969
228,ADAMDEC1,0.954594385,1.930940342,2.798610952,0.689963834,0.490216931,NA
229,ADAMTS1,900.3363589,-0.111755802,0.109893013,-1.016950931,0.309176773,0.640635577
230,ADAMTS10,23.51620924,0.10331667,0.5079169,0.203412546,0.838812595,0.947883606
231,ADAMTS12,19.76775942,0.88176668,0.63645328,1.385438189,0.165918521,0.485504434
232,ADAMTS13,0.033979464,0,5.39771668,0,1,NA
233,ADAMTS14,250.1988079,1.050553674,0.173449876,6.0568142,1.38843801112663e-09,1.70488617449591e-07
234,ADAMTS15,58.92145248,-0.47332754,0.29958286,-1.579955341,0.114117094,0.396233374
235,ADAMTS16,222.3625582,0.111324657,0.168105163,0.662232228,0.507822403,0.791501885
236,ADAMTS17,0,NA,NA,NA,NA,NA
237,ADAMTS18,3.006509077,1.874216099,1.327824611,1.41149372,0.158099086,NA
238,ADAMTS19,0.985453444,-0.383731452,4.55670194,-0.084212542,0.932887447,NA
239,ADAMTS2,133.7593997,0.457461359,0.203442904,2.248598251,0.024538068,0.156185067
240,ADAMTS20,0.421724174,0.926572757,4.441262399,0.20862824,0.834738463,NA
241,ADAMTS3,277.4737864,0.32552896,0.166691848,1.952878701,0.05083397,0.245888732
242,ADAMTS4,1.139616569,-0.658345904,2.646782485,-0.248734419,0.803566223,NA
243,ADAMTS5,102.752865,0.187318261,0.236952134,0.790532071,0.4292171,0.73984674
244,ADAMTS6,1086.899925,0.455470146,0.105676454,4.310043824,1.63222196853854e-05,0.000564241
245,ADAMTS8,10.70268121,0.28470862,0.681145288,0.417985156,0.67595797,NA
246,ADAMTS9,796.6976543,0.480925827,0.106350491,4.522083748,6.12338214170723e-06,0.000248905
247,ADAMTSL1,0,NA,NA,NA,NA,NA
248,ADAMTSL2,0.116501016,0,5.39771668,0,1,NA
249,ADAMTSL3,1147.295767,0.301530813,0.092345048,3.265262387,0.001093627,0.016655914
250,ADAMTSL5,486.1144437,-0.225109354,0.125292998,-1.796663485,0.072389059,0.305084816
251,ADAP1,1.875051538,0.92859618,2.54064356,0.365496441,0.714740863,NA
252,ADAP2,93.86062958,0.22289894,0.257600706,0.865288542,0.386880438,0.710808386
253,ADAR,1093.940437,0.02982588,0.09612797,0.310272647,0.75635363,0.914920122
254,ADARB1,353.2098489,0.437127429,0.143844966,3.038878873,0.002374603,0.029527237
255,ADARB2,0,NA,NA,NA,NA,NA
256,ADAT1,5.387837355,0.35477139,1.192847879,0.297415451,0.766149349,NA
257,ADAT2,81.01668841,0.156844925,0.286127755,0.548163968,0.583579321,0.833097922
258,ADAT3,30.93665661,-0.236503867,0.441902761,-0.535194365,0.592515462,0.83898766
259,ADC,198.6440788,1.179112818,0.20461163,5.762687194,8.27851422981078e-09,7.99894473286963e-07
260,ADCK1,61.31127616,-0.195994016,0.294528345,-0.66545044,0.505762433,0.791210286
261,ADCK2,91.26711509,-0.194489113,0.267468117,-0.727148774,0.467134823,0.766720314
262,ADCK3,64.67685836,-0.626976595,0.295316647,-2.123065538,0.03374836,0.19259727
263,ADCK5,66.25767291,0.028965083,0.307637442,0.094153309,0.924987374,0.975989184
264,ADCY1,0.179792721,0,5.39771668,0,1,NA
265,ADCY10,19.75681079,-0.048898544,0.721971471,-0.067729192,0.946001211,0.982776346
266,ADCY2,0,NA,NA,NA,NA,NA
267,ADCY3,132.2779033,0.469056046,0.246822917,1.900374779,0.057383954,0.264441772
268,ADCY4,3.524655998,0.634851585,1.38597791,0.458053177,0.646914237,NA
269,ADCY5,27.87064004,0.280779706,0.607298699,0.462342018,0.643836072,0.862390658
270,ADCY6,308.6268808,0.403792752,0.141112919,2.861486785,0.004216591,0.045104512
271,ADCY7,242.5910055,0.341419545,0.167279154,2.04101669,0.041249168,0.216590287
272,ADCY8,0.089896361,0,5.39771668,0,1,NA
273,ADCY9,300.8597181,0.218642611,0.152833551,1.430593013,0.152546891,0.464122355
274,ADCYAP1,0.115025653,0,5.39771668,0,1,NA
275,ADCYAP1R1,0.362203123,0,5.0177388,0,1,NA
276,ADD1,797.4424955,0.030110136,0.10518864,0.286248935,0.774687466,0.92094576
277,ADD2,0,NA,NA,NA,NA,NA
278,ADD3,447.9505442,-0.206960198,0.127841227,-1.618884627,0.105472089,0.380445373
279,ADGB,0,NA,NA,NA,NA,NA
280,ADH4,0.089896361,0,5.39771668,0,1,NA
281,ADH5,277.2415255,-0.470607394,0.163469655,-2.878867001,0.003991066,0.043505606
282,ADH6,0.204922014,0,5.39771668,0,1,NA
283,ADH7,0.708486522,-1.551326934,2.744051228,-0.565341827,0.571841284,NA
284,ADHFE1,5.762606987,0.30082463,0.924106965,0.325530097,0.744779908,NA
285,ADI1,23.24582775,-0.221953079,0.461217198,-0.481233311,0.630350689,0.855268637
286,ADIG,3.248782466,0.316997398,1.437140394,0.220575108,0.825423285,NA
287,ADIPOQ,0,NA,NA,NA,NA,NA
288,ADIPOR1,439.6678903,0.029040865,0.138535745,0.20962723,0.833958625,0.945878758
289,ADIPOR2,625.6937382,0.10713078,0.126797573,0.844896139,0.39816883,0.717787761
290,ADIRF,1.053446489,0,3.036158366,0,1,NA
291,ADK,204.3684073,-0.396988408,0.176275375,-2.252092261,0.024316442,0.155319171
292,ADM,36.7551735,-0.19612556,0.402215731,-0.487612852,0.62582409,0.853350419
293,ADM2,0.142543446,0.926320292,5.397003234,0.171636045,0.863723668,NA
294,ADM5,0,NA,NA,NA,NA,NA
295,ADNP2,515.2337633,0.201899691,0.125947596,1.603045217,0.108924672,0.38605052
296,ADO,172.047962,0.001202366,0.196682273,0.006113239,0.995122371,0.998170738
297,ADORA1,326.8129919,0.561063703,0.186416679,3.009729107,0.002614808,0.031908235
298,ADORA2A,3.515265751,1.298282892,1.378051773,0.942114743,0.346133897,NA
299,ADORA2B,20.36759172,-0.103824814,0.555192703,-0.187006806,0.851655297,0.951840551
300,ADORA3,3.778312825,-1.361937397,1.213723759,-1.122114803,0.261813631,NA
301,ADPGK,101.6994041,-0.11171734,0.245687954,-0.454712321,0.649316215,0.864581447
302,ADPRH,229.872383,-0.074574415,0.155313289,-0.480154759,0.631117354,0.855914791
303,ADPRHL1,0.385701209,0.926685071,4.19678859,0.220808137,0.825241827,NA
304,ADPRHL2,100.7375577,0.081886006,0.247904434,0.330312794,0.741163627,0.90831034
305,ADPRM,34.88351391,-0.094646259,0.386388807,-0.244950831,0.806494503,0.935537107
306,ADRA1A,0.116501016,0,5.39771668,0,1,NA
307,ADRA1B,4.018543641,0.308175273,1.148545582,0.268317843,0.788454673,NA
308,ADRA2A,11.10377007,0.64065187,0.789255528,0.811716671,0.416954226,NA
309,ADRA2B,0.177896231,0,5.39771668,0,1,NA
310,ADRA2C,0.116501016,0,5.39771668,0,1,NA
311,ADRB1,21.44480155,-0.320072271,0.53335019,-0.600116541,0.548428569,0.81174294
312,ADRB2,94.6159621,-0.476912169,0.252819555,-1.886373738,0.059244609,0.270036025
313,ADRBK1,200.8409492,-0.161071078,0.198072458,-0.813192706,0.416107581,0.729958502
314,ADRBK2,111.8769483,0.026035654,0.236749154,0.109971474,0.912431998,0.972115991
315,ADRM1,224.4794214,-0.447579178,0.182594698,-2.451216728,0.01423742,0.108409613
316,ADSL,98.64442201,-0.224316358,0.234027717,-0.958503383,0.337808986,0.666458967
317,ADSS,290.8887454,-0.105686039,0.159656132,-0.661960409,0.507996595,0.791501885
318,ADSSL1,109.9917735,0.329987428,0.249304412,1.323632521,0.185625119,0.510058019
319,ADTRP,53.20544326,0.107816481,0.318864709,0.338126101,0.735268162,0.90604763
320,AEBP1,5.551412784,0.597179275,0.941955597,0.633978159,0.526095076,NA
321,AEBP2,616.8651328,0.121960169,0.143832129,0.847934115,0.396474664,0.71763573
322,AEN,249.8233213,0.306079181,0.169686738,1.803789648,0.071264289,0.302072435
323,AES,446.3532028,-0.000248716,0.176898823,-0.001405978,0.998878192,0.999618694
324,AFAP1,538.4325272,0.100562792,0.128268591,0.784001683,0.433039123,0.742712815
325,AFAP1L1,245.5370546,0.028479191,0.173045724,0.164576106,0.869277639,0.95857929
326,AFF1,872.8234391,0.060170259,0.100197284,0.600517862,0.548161161,0.81174294
327,AFF2,25.44126008,0.35698643,0.466161222,0.765800357,0.443795102,0.751441288
328,AFF3,0.123875824,0,5.39771668,0,1,NA
329,AFF4,3629.004966,0.141394198,0.090152736,1.568384989,0.116791312,0.400575839
330,AFG3L2,496.3548896,-0.208381812,0.129767779,-1.605805496,0.108316653,0.384937203
331,AFM,0.177896231,0,5.39771668,0,1,NA
332,AFMID,73.20011721,0.555573407,0.285544825,1.945660921,0.051695484,0.248321178
333,AFP,1.059805519,0.295269619,2.604806904,0.113355665,0.909748587,NA
334,AFTPH,419.8353643,-0.081282515,0.138995372,-0.584785766,0.558691777,0.818226406
335,AGA,127.4442599,0.05793619,0.229776609,0.252141376,0.80093179,0.932943077
336,AGAP1,316.7860896,0.148604289,0.144718313,1.026851996,0.304490161,0.636857704
337,AGAP3,317.1184597,0.216555267,0.160964858,1.345357426,0.178509837,0.502080093
338,AGBL1,0,NA,NA,NA,NA,NA
339,AGBL2,60.74371384,-0.523284494,0.333091332,-1.570994028,0.116184036,0.399526668
